Ship Mode,Segment,City,State,Sub-Category,Sales,Quantity,Discount,Profit,Quantity_sqrt,Discount_sqrt,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West
Standard Class,Corporate,Tampa,Florida,Machines,265.475,1,0.5,-111.4995,1.0,0.70710677,False,False,True,True,False,False,True,False
Second Class,Consumer,Tyler,Texas,Binders,51.184,4,0.8,-79.3352,2.0,0.8944272,False,True,False,False,False,False,False,False
Standard Class,Home Office,Columbia,Tennessee,Paper,9.664,2,0.2,3.2616,1.4142135,0.4472136,False,False,True,False,True,False,True,False
Standard Class,Corporate,Fort Worth,Texas,Phones,21.072,3,0.2,1.5804,1.7320508,0.4472136,False,False,True,True,False,False,False,False
Standard Class,Corporate,New York City,New York,Art,60.45,3,0.0,16.3215,1.7320508,0.0,False,False,True,True,False,True,False,False
Standard Class,Corporate,New York City,New York,Art,11.52,4,0.0,3.3408,2.0,0.0,False,False,True,True,False,True,False,False
Standard Class,Corporate,New York City,New York,Bookcases,186.048,4,0.2,9.3024,2.0,0.4472136,False,False,True,True,False,True,False,False
First Class,Corporate,Los Angeles,California,Binders,37.44,4,0.2,11.7,2.0,0.4472136,False,False,False,True,False,False,False,True
First Class,Corporate,Los Angeles,California,Binders,26.976,4,0.2,8.7672,2.0,0.4472136,False,False,False,True,False,False,False,True
First Class,Corporate,Los Angeles,California,Supplies,11.36,2,0.0,3.2944,1.4142135,0.0,False,False,False,True,False,False,False,True
First Class,Corporate,Los Angeles,California,Labels,14.62,2,0.0,6.8714,1.4142135,0.0,False,False,False,True,False,False,False,True
Standard Class,Consumer,Louisville,Kentucky,Phones,83.72,7,0.0,23.4416,2.6457512,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Louisville,Kentucky,Chairs,287.94,3,0.0,77.7438,1.7320508,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Lorain,Ohio,Furnishings,48.896,4,0.2,8.5568,2.0,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Corporate,Linden,New Jersey,Accessories,115.36,7,0.0,49.6048,2.6457512,0.0,False,False,True,True,False,True,False,False
Second Class,Corporate,Salinas,California,Art,5.16,2,0.0,1.3416,1.4142135,0.0,False,True,False,True,False,False,False,True
Second Class,Corporate,Salinas,California,Paper,38.88,6,0.0,18.6624,2.4494898,0.0,False,True,False,True,False,False,False,True
Standard Class,Consumer,Jackson,Mississippi,Art,185.88,6,0.0,50.1876,2.4494898,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,New York City,New York,Furnishings,44.46,2,0.0,14.6718,1.4142135,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Storage,242.94,3,0.0,9.7176,1.7320508,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Paper,39.96,2,0.0,18.7812,1.4142135,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Supplies,102.3,10,0.0,26.598,3.1622777,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Storage,21.36,2,0.0,5.7672,1.4142135,0.0,False,False,True,False,False,True,False,False
Standard Class,Home Office,New Brunswick,New Jersey,Paper,7.61,1,0.0,3.5767,1.0,0.0,False,False,True,False,True,True,False,False
Standard Class,Home Office,New Brunswick,New Jersey,Fasteners,7.16,2,0.0,3.58,1.4142135,0.0,False,False,True,False,True,True,False,False
Standard Class,Consumer,San Francisco,California,Supplies,7.36,2,0.0,0.1472,1.4142135,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,San Francisco,California,Art,23.1,2,0.0,10.626,1.4142135,0.0,False,False,True,False,False,False,False,True
Second Class,Corporate,Jacksonville,Florida,Accessories,191.472,6,0.2,40.6878,2.4494898,0.4472136,False,True,False,True,False,False,True,False
Second Class,Corporate,Jacksonville,Florida,Art,5.248,2,0.2,0.5904,1.4142135,0.4472136,False,True,False,True,False,False,True,False
Second Class,Corporate,Jacksonville,Florida,Phones,59.184,2,0.2,5.1786,1.4142135,0.4472136,False,True,False,True,False,False,True,False
Standard Class,Corporate,Springfield,Virginia,Labels,2.89,1,0.0,1.3583,1.0,0.0,False,False,True,True,False,False,True,False
Standard Class,Corporate,Springfield,Virginia,Furnishings,51.94,1,0.0,21.2954,1.0,0.0,False,False,True,True,False,False,True,False
First Class,Corporate,Philadelphia,Pennsylvania,Labels,15.936,4,0.2,5.1792,2.0,0.4472136,False,False,False,True,False,True,False,False
Standard Class,Corporate,Lancaster,Pennsylvania,Binders,44.91,6,0.7,-35.928,2.4494898,0.83666,False,False,True,True,False,True,False,False
First Class,Home Office,Philadelphia,Pennsylvania,Binders,1141.47,5,0.7,-760.98,2.236068,0.83666,False,False,False,False,True,True,False,False
First Class,Home Office,Philadelphia,Pennsylvania,Phones,280.782,3,0.4,-46.797,1.7320508,0.6324555,False,False,False,False,True,True,False,False
First Class,Consumer,Concord,New Hampshire,Paper,34.44,3,0.0,17.22,1.7320508,0.0,False,False,False,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Paper,11.36,2,0.0,5.2256,1.4142135,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Binders,106.344,7,0.2,37.2204,2.6457512,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Charlotte,North Carolina,Paper,192.16,5,0.2,67.256,2.236068,0.4472136,False,False,True,False,False,False,True,False
Standard Class,Home Office,Concord,New Hampshire,Furnishings,322.59,3,0.0,64.518,1.7320508,0.0,False,False,True,False,True,True,False,False
Standard Class,Home Office,Concord,New Hampshire,Accessories,29.99,1,0.0,13.1956,1.0,0.0,False,False,True,False,True,True,False,False
Standard Class,Home Office,Concord,New Hampshire,Accessories,371.97,3,0.0,66.9546,1.7320508,0.0,False,False,True,False,True,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Binders,5.892,4,0.7,-4.1244,2.0,0.83666,False,False,True,False,True,True,False,False
Second Class,Home Office,New York City,New York,Binders,68.472,3,0.2,23.1093,1.7320508,0.4472136,False,True,False,False,True,True,False,False
Second Class,Home Office,New York City,New York,Chairs,1242.9,5,0.1,262.39,2.236068,0.31622776,False,True,False,False,True,True,False,False
Standard Class,Consumer,Springfield,Virginia,Storage,30.84,2,0.0,8.3268,1.4142135,0.0,False,False,True,False,False,False,True,False
Same Day,Consumer,San Francisco,California,Art,13.48,4,0.0,5.9312,2.0,0.0,True,False,False,False,False,False,False,True
First Class,Home Office,Detroit,Michigan,Furnishings,31.4,5,0.0,10.048,2.236068,0.0,False,False,False,False,True,False,False,False
Standard Class,Consumer,Rochester,New York,Furnishings,17.46,2,0.0,5.9364,1.4142135,0.0,False,False,True,False,False,True,False,False
Second Class,Corporate,Los Angeles,California,Binders,13.944,3,0.2,4.5318,1.7320508,0.4472136,False,True,False,True,False,False,False,True
Standard Class,Consumer,San Diego,California,Storage,83.76,12,0.0,1.6752,3.4641016,0.0,False,False,True,False,False,False,False,True
Standard Class,Home Office,Columbia,Maryland,Binders,37.66,7,0.0,18.4534,2.6457512,0.0,False,False,True,False,True,True,False,False
Standard Class,Corporate,San Francisco,California,Paper,34.68,6,0.0,16.9932,2.4494898,0.0,False,False,True,True,False,False,False,True
Standard Class,Consumer,New Rochelle,New York,Accessories,149.95,5,0.0,14.995,2.236068,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New Rochelle,New York,Binders,51.312,3,0.2,18.6006,1.7320508,0.4472136,False,False,True,False,False,True,False,False
First Class,Home Office,Detroit,Michigan,Paper,4.54,1,0.0,2.043,1.0,0.0,False,False,False,False,True,False,False,False
First Class,Home Office,Detroit,Michigan,Art,15.92,4,0.0,5.4128,2.0,0.0,False,False,False,False,True,False,False,False
First Class,Home Office,Detroit,Michigan,Phones,543.92,8,0.0,135.98,2.828427,0.0,False,False,False,False,True,False,False,False
First Class,Corporate,San Francisco,California,Storage,155.82,7,0.0,42.0714,2.6457512,0.0,False,False,False,True,False,False,False,True
First Class,Corporate,San Francisco,California,Binders,70.008,3,0.2,24.5028,1.7320508,0.4472136,False,False,False,True,False,False,False,True
Second Class,Consumer,Houston,Texas,Envelopes,15.648,2,0.2,5.0856,1.4142135,0.4472136,False,True,False,False,False,False,False,False
Standard Class,Consumer,Detroit,Michigan,Labels,103.6,7,0.0,51.8,2.6457512,0.0,False,False,True,False,False,False,False,False
Second Class,Corporate,Auburn,New York,Paper,46.96,8,0.0,22.5408,2.828427,0.0,False,True,False,True,False,True,False,False
First Class,Corporate,Springfield,Ohio,Binders,8.904,2,0.7,-6.5296,1.4142135,0.83666,False,False,False,True,False,True,False,False
First Class,Consumer,Garland,Texas,Labels,10.44,5,0.2,3.393,2.236068,0.4472136,False,False,False,False,False,False,False,False
First Class,Consumer,Garland,Texas,Binders,18.336,4,0.8,-32.088,2.0,0.8944272,False,False,False,False,False,False,False,False
First Class,Consumer,Chicago,Illinois,Phones,323.976,3,0.2,20.2485,1.7320508,0.4472136,False,False,False,False,False,False,False,False
Standard Class,Consumer,Los Angeles,California,Paper,20.04,3,0.0,9.6192,1.7320508,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Los Angeles,California,Storage,64.96,2,0.0,2.5984,1.4142135,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Los Angeles,California,Paper,12.96,2,0.0,6.2208,1.4142135,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,New York City,New York,Bookcases,323.136,4,0.2,12.1176,2.0,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Phones,90.93,7,0.0,2.7279,2.6457512,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Binders,52.776,3,0.2,19.791,1.7320508,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Home Office,Jackson,Michigan,Phones,1199.8,4,0.0,323.946,2.0,0.0,False,False,True,False,True,False,False,False
Standard Class,Home Office,Jackson,Michigan,Accessories,1928.78,7,0.0,829.3754,2.6457512,0.0,False,False,True,False,True,False,False,False
Standard Class,Home Office,Jackson,Michigan,Storage,352.38,2,0.0,81.0474,1.4142135,0.0,False,False,True,False,True,False,False,False
Standard Class,Home Office,Norwich,Connecticut,Furnishings,22.2,6,0.0,9.102,2.4494898,0.0,False,False,True,False,True,True,False,False
First Class,Corporate,Milwaukee,Wisconsin,Furnishings,46.94,1,0.0,19.2454,1.0,0.0,False,False,False,True,False,False,False,False
First Class,Corporate,Milwaukee,Wisconsin,Accessories,143.73,9,0.0,56.0547,3.0,0.0,False,False,False,True,False,False,False,False
Standard Class,Corporate,San Antonio,Texas,Tables,99.918,2,0.3,-18.5562,1.4142135,0.5477226,False,False,True,True,False,False,False,False
Standard Class,Corporate,San Antonio,Texas,Chairs,797.944,4,0.3,-56.996,2.0,0.5477226,False,False,True,True,False,False,False,False
Standard Class,Corporate,San Antonio,Texas,Binders,8.568,3,0.8,-14.5656,1.7320508,0.8944272,False,False,True,True,False,False,False,False
Standard Class,Corporate,Dallas,Texas,Envelopes,149.352,3,0.2,50.4063,1.7320508,0.4472136,False,False,True,True,False,False,False,False
Standard Class,Corporate,Dallas,Texas,Storage,12.992,1,0.2,-0.812,1.0,0.4472136,False,False,True,True,False,False,False,False
Standard Class,Consumer,Alexandria,Virginia,Storage,24.56,2,0.0,6.8768,1.4142135,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,New York City,New York,Accessories,85.14,3,0.0,34.9074,1.7320508,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Phones,21.99,1,0.0,10.5552,1.0,0.0,False,False,True,False,False,True,False,False
Standard Class,Consumer,New York City,New York,Appliances,406.6,5,0.0,113.848,2.236068,0.0,False,False,True,False,False,True,False,False
Standard Class,Corporate,New York City,New York,Binders,841.568,2,0.2,294.5488,1.4142135,0.4472136,False,False,True,True,False,True,False,False
First Class,Consumer,Philadelphia,Pennsylvania,Paper,15.552,3,0.2,5.4432,1.7320508,0.4472136,False,False,False,False,False,True,False,False
First Class,Consumer,Philadelphia,Pennsylvania,Accessories,252.0,5,0.2,53.55,2.236068,0.4472136,False,False,False,False,False,True,False,False
Standard Class,Home Office,Springfield,Virginia,Art,46.2,4,0.0,12.936,2.0,0.0,False,False,True,False,True,False,True,False
Standard Class,Home Office,Springfield,Virginia,Appliances,28.84,2,0.0,9.5172,1.4142135,0.0,False,False,True,False,True,False,True,False
First Class,Consumer,Toledo,Ohio,Art,14.592,3,0.2,2.5536,1.7320508,0.4472136,False,False,False,False,False,True,False,False
First Class,Consumer,Toledo,Ohio,Art,89.856,3,0.2,21.3408,1.7320508,0.4472136,False,False,False,False,False,True,False,False
First Class,Consumer,Toledo,Ohio,Paper,13.872,3,0.2,5.0286,1.7320508,0.4472136,False,False,False,False,False,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Paper,12.192,3,0.2,4.1148,1.7320508,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Paper,45.056,8,0.2,15.2064,2.828427,0.4472136,False,False,True,False,True,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Binders,29.718,6,0.7,-21.7932,2.4494898,0.83666,False,False,True,False,True,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Paper,15.552,3,0.2,5.4432,1.7320508,0.4472136,False,False,True,False,True,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Appliances,447.696,2,0.2,33.5772,1.4142135,0.4472136,False,False,True,False,True,True,False,False
First Class,Corporate,Farmington,New Mexico,Accessories,159.99,1,0.0,54.3966,1.0,0.0,False,False,False,True,False,False,False,True
Standard Class,Corporate,Riverside,California,Paper,12.96,2,0.0,6.2208,1.4142135,0.0,False,False,True,True,False,False,False,True
Standard Class,Corporate,Riverside,California,Appliances,134.48,4,0.0,34.9648,2.0,0.0,False,False,True,True,False,False,False,True
First Class,Corporate,San Francisco,California,Paper,17.12,2,0.0,8.0464,1.4142135,0.0,False,False,False,True,False,False,False,True
Standard Class,Corporate,Torrance,California,Binders,6.096,2,0.2,2.2098,1.4142135,0.4472136,False,False,True,True,False,False,False,True
Standard Class,Corporate,Torrance,California,Tables,1114.272,4,0.2,41.7852,2.0,0.4472136,False,False,True,True,False,False,False,True
Standard Class,Consumer,Seattle,Washington,Paper,32.4,5,0.0,15.552,2.236068,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Seattle,Washington,Storage,540.57,3,0.0,140.5482,1.7320508,0.0,False,False,True,False,False,False,False,True
Standard Class,Consumer,Seattle,Washington,Binders,167.76,5,0.2,62.91,2.236068,0.4472136,False,False,True,False,False,False,False,True
First Class,Consumer,Mesa,Arizona,Tables,393.165,3,0.5,-204.4458,1.7320508,0.70710677,False,False,False,False,False,False,False,True
Standard Class,Home Office,Philadelphia,Pennsylvania,Furnishings,516.488,7,0.2,-12.9122,2.6457512,0.4472136,False,False,True,False,True,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Furnishings,1007.232,6,0.2,75.5424,2.4494898,0.4472136,False,False,True,False,True,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Tables,2065.32,12,0.4,-619.596,3.4641016,0.6324555,False,False,True,False,True,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Paper,15.552,3,0.2,5.4432,1.7320508,0.4472136,False,False,True,False,True,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,Paper,25.344,6,0.2,7.92,2.4494898,0.4472136,False,False,True,False,True,True,False,False
Standard Class,Consumer,Philadelphia,Pennsylvania,Furnishings,25.472,4,0.2,7.6416,2.0,0.4472136,False,False,True,False,False,True,False,False
Standard Class,Consumer,Round Rock,Texas,Art,27.168,2,0.2,2.7168,1.4142135,0.4472136,False,False,True,False,False,False,False,False
Standard Class,Consumer,Round Rock,Texas,Bookcases,78.8528,2,0.32,-11.596,1.4142135,0.56568545,False,False,True,False,False,False,False,False
Standard Class,Consumer,Jackson,Mississippi,Storage,173.8,5,0.0,43.45,2.236068,0.0,False,False,True,False,False,False,True,False
Second Class,Consumer,Phoenix,Arizona,Phones,29.592,1,0.2,2.5893,1.0,0.4472136,False,True,False,False,False,False,False,True
Second Class,Consumer,Phoenix,Arizona,Binders,4.752,2,0.7,-3.168,1.4142135,0.83666,False,True,False,False,False,False,False,True
Second Class,Consumer,Phoenix,Arizona,Paper,15.552,3,0.2,5.6376,1.7320508,0.4472136,False,True,False,False,False,False,False,True
Same Day,Consumer,Oceanside,California,Furnishings,204.6,2,0.0,53.196,1.4142135,0.0,True,False,False,False,False,False,False,True
Standard Class,Corporate,San Francisco,California,Chairs,321.568,2,0.2,28.1372,1.4142135,0.4472136,False,False,True,True,False,False,False,True
Standard Class,Home Office,Fayetteville,Arkansas,Binders,6.24,2,0.0,3.0576,1.4142135,0.0,False,False,True,False,True,False,True,False
First Class,Corporate,San Francisco,California,Envelopes,21.88,2,0.0,10.94,1.4142135,0.0,False,False,False,True,False,False,False,True
Second Class,Consumer,Boca Raton,Florida,Labels,4.608,2,0.2,1.6704,1.4142135,0.4472136,False,True,False,False,False,False,True,False
First Class,Home Office,New York City,New York,Labels,9.82,2,0.0,4.8118,1.4142135,0.0,False,False,False,False,True,True,False,False
First Class,Home Office,New York City,New York,Art,35.97,3,0.0,9.7119,1.7320508,0.0,False,False,False,False,True,True,False,False
First Class,Home Office,New York City,New York,Paper,12.96,2,0.0,6.2208,1.4142135,0.0,False,False,False,False,True,True,False,False
First Class,Home Office,New York City,New York,Paper,191.6,4,0.0,91.968,2.0,0.0,False,False,False,False,True,True,False,False
First Class,Home Office,New York City,New York,Labels,8.64,3,0.0,4.2336,1.7320508,0.0,False,False,False,False,True,True,False,False
First Class,Home Office,New York City,New York,Storage,501.81,3,0.0,0.0,1.7320508,0.0,False,False,False,False,True,True,False,False
Second Class,Consumer,Philadelphia,Pennsylvania,Furnishings,127.104,6,0.2,28.5984,2.4494898,0.4472136,False,True,False,False,False,True,False,False
Second Class,Consumer,Philadelphia,Pennsylvania,Phones,124.2,3,0.4,-31.05,1.7320508,0.6324555,False,True,False,False,False,True,False,False
Second Class,Consumer,Philadelphia,Pennsylvania,Binders,18.588,2,0.7,-13.6312,1.4142135,0.83666,False,True,False,False,False,True,False,False
Second Class,Consumer,Philadelphia,Pennsylvania,Labels,30.072,3,0.2,10.1493,1.7320508,0.4472136,False,True,False,False,False,True,False,False
Second Class,Home Office,New York City,New York,Phones,160.93,7,0.0,3.2186,2.6457512,0.0,False,True,False,False,True,True,False,False
Second Class,Home Office,New York City,New York,Binders,75.792,3,0.2,25.5798,1.7320508,0.4472136,False,True,False,False,True,True,False,False
Standard Class,Consumer,Portland,Oregon,Binders,1.08,2,0.7,-0.792,1.4142135,0.83666,False,False,True,False,False,False,False,True
First Class,Corporate,Detroit,Michigan,Machines,3059.982,2,0.1,679.996,1.4142135,0.31622776,False,False,False,True,False,False,False,False
First Class,Consumer,Wilmington,North Carolina,Binders,3.282,2,0.7,-2.6256,1.4142135,0.83666,False,False,False,False,False,False,True,False
First Class,Corporate,Columbus,Indiana,Paper,34.02,3,0.0,16.6698,1.7320508,0.0,False,False,False,True,False,False,False,False
Standard Class,Consumer,New York City,New York,Chairs,599.292,6,0.1,93.2232,2.4494898,0.31622776,False,False,True,False,False,True,False,False
Second Class,Consumer,Louisville,Colorado,Art,3.392,1,0.2,0.8056,1.0,0.4472136,False,True,False,False,False,False,False,True
Second Class,Consumer,Louisville,Colorado,Phones,559.984,2,0.2,55.9984,1.4142135,0.4472136,False,True,False,False,False,False,False,True
Second Class,Consumer,Louisville,Colorado,Chairs,603.92,5,0.2,75.49,2.236068,0.4472136,False,True,False,False,False,False,False,True
Standard Class,Home Office,Pasadena,Texas,Labels,7.968,2,0.2,2.5896,1.4142135,0.4472136,False,False,True,False,True,False,False,False
Standard Class,Home Office,Pasadena,Texas,Envelopes,27.968,4,0.2,9.4392,2.0,0.4472136,False,False,True,False,True,False,False,False
Standard Class,Home Office,Pasadena,Texas,Machines,336.51,3,0.4,44.868,1.7320508,0.6324555,False,False,True,False,True,False,False,False
Same Day,Consumer,Houston,Texas,Binders,1.112,2,0.8,-1.8904,1.4142135,0.8944272,True,False,False,False,False,False,False,False
Standard Class,Corporate,Auburn,New York,Furnishings,520.05,5,0.0,72.807,2.236068,0.0,False,False,True,True,False,True,False,False
Standard Class,Corporate,Auburn,New York,Art,17.97,3,0.0,5.2113,1.7320508,0.0,False,False,True,True,False,True,False,False
Second Class,Home Office,Jacksonville,Florida,Chairs,1166.92,5,0.2,131.2785,2.236068,0.4472136,False,True,False,False,True,False,True,False
First Class,Consumer,New York City,New York,Binders,14.624,2,0.2,5.484,1.4142135,0.4472136,False,False,False,False,False,True,False,False
First Class,Consumer,San Jose,California,Fasteners,10.23,3,0.0,4.9104,1.7320508,0.0,False,False,False,False,False,False,False,True
First Class,Consumer,San Jose,California,Paper,154.9,5,0.0,69.705,2.236068,0.0,False,False,False,False,False,False,False,True
Standard Class,Corporate,Virginia Beach,Virginia,Binders,2715.93,7,0.0,1276.487,2.6457512,0.0,False,False,True,True,False,False,True,False
Standard Class,Corporate,Virginia Beach,Virginia,Phones,617.97,3,0.0,173.0316,1.7320508,0.0,False,False,True,True,False,False,True,False
Standard Class,Consumer,Henderson,Kentucky,Envelopes,10.67,1,0.0,4.9082,1.0,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Henderson,Kentucky,Storage,36.63,3,0.0,9.8901,1.7320508,0.0,False,False,True,False,False,False,True,False
Standard Class,Consumer,Henderson,Kentucky,Furnishings,24.1,5,0.0,9.158,2.236068,0.0,False,False,True,False,False,False,True,False
