Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Segment_Corporate,Segment_Home Office,Region_East,Region_South,Region_West,Category_Office Supplies,Category_Technology
First Class,Corporate,San Francisco,California,West,Office Supplies,Binders,70.008,3,0.2,24.5028,True,False,False,False,True,True,False
Second Class,Consumer,Houston,Texas,Central,Office Supplies,Envelopes,15.648,2,0.2,5.0856,False,False,False,False,False,True,False
Standard Class,Consumer,Detroit,Michigan,Central,Office Supplies,Labels,103.6,7,0.0,51.8,False,False,False,False,False,True,False
Second Class,Corporate,Auburn,New York,East,Office Supplies,Paper,46.96,8,0.0,22.5408,True,False,True,False,False,True,False
First Class,Corporate,Springfield,Ohio,East,Office Supplies,Binders,8.904,2,0.7,-6.5296,True,False,True,False,False,True,False
First Class,Consumer,Garland,Texas,Central,Office Supplies,Labels,10.44,5,0.2,3.393,False,False,False,False,False,True,False
First Class,Consumer,Garland,Texas,Central,Office Supplies,Binders,18.336,4,0.8,-32.088,False,False,False,False,False,True,False
First Class,Consumer,Chicago,Illinois,Central,Technology,Phones,323.976,3,0.2,20.2485,False,False,False,False,False,False,True
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,20.04,3,0.0,9.6192,False,False,False,False,True,True,False
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Storage,64.96,2,0.0,2.5984,False,False,False,False,True,True,False
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208,False,False,False,False,True,True,False
Standard Class,Consumer,New York City,New York,East,Furniture,Bookcases,323.136,4,0.2,12.1176,False,False,True,False,False,False,False
Standard Class,Consumer,New York City,New York,East,Technology,Phones,90.93,7,0.0,2.7279,False,False,True,False,False,False,True
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,52.776,3,0.2,19.791,False,False,True,False,False,True,False
Standard Class,Home Office,Jackson,Michigan,Central,Technology,Phones,1199.8,4,0.0,323.946,False,True,False,False,False,False,True
Standard Class,Home Office,Jackson,Michigan,Central,Technology,Accessories,1928.78,7,0.0,829.3754,False,True,False,False,False,False,True
Standard Class,Home Office,Jackson,Michigan,Central,Office Supplies,Storage,352.38,2,0.0,81.0474,False,True,False,False,False,True,False
Standard Class,Home Office,Norwich,Connecticut,East,Furniture,Furnishings,22.2,6,0.0,9.102,False,True,True,False,False,False,False
First Class,Corporate,Milwaukee,Wisconsin,Central,Furniture,Furnishings,46.94,1,0.0,19.2454,True,False,False,False,False,False,False
First Class,Corporate,Milwaukee,Wisconsin,Central,Technology,Accessories,143.73,9,0.0,56.0547,True,False,False,False,False,False,True
Standard Class,Corporate,San Antonio,Texas,Central,Furniture,Tables,99.918,2,0.3,-18.5562,True,False,False,False,False,False,False
Standard Class,Corporate,San Antonio,Texas,Central,Furniture,Chairs,797.944,4,0.3,-56.996,True,False,False,False,False,False,False
Standard Class,Corporate,San Antonio,Texas,Central,Office Supplies,Binders,8.568,3,0.8,-14.5656,True,False,False,False,False,True,False
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Envelopes,149.352,3,0.2,50.4063,True,False,False,False,False,True,False
Standard Class,Corporate,Dallas,Texas,Central,Office Supplies,Storage,12.992,1,0.2,-0.812,True,False,False,False,False,True,False
Standard Class,Consumer,Alexandria,Virginia,South,Office Supplies,Storage,24.56,2,0.0,6.8768,False,False,False,True,False,True,False
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,85.14,3,0.0,34.9074,False,False,True,False,False,False,True
Standard Class,Consumer,New York City,New York,East,Technology,Phones,21.99,1,0.0,10.5552,False,False,True,False,False,False,True
Standard Class,Consumer,New York City,New York,East,Office Supplies,Appliances,406.6,5,0.0,113.848,False,False,True,False,False,True,False
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,841.568,2,0.2,294.5488,True,False,True,False,False,True,False
First Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432,False,False,True,False,False,True,False
First Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,252.0,5,0.2,53.55,False,False,True,False,False,False,True
Standard Class,Home Office,Springfield,Virginia,South,Office Supplies,Art,46.2,4,0.0,12.936,False,True,False,True,False,True,False
Standard Class,Home Office,Springfield,Virginia,South,Office Supplies,Appliances,28.84,2,0.0,9.5172,False,True,False,True,False,True,False
First Class,Consumer,Toledo,Ohio,East,Office Supplies,Art,14.592,3,0.2,2.5536,False,False,True,False,False,True,False
First Class,Consumer,Toledo,Ohio,East,Office Supplies,Art,89.856,3,0.2,21.3408,False,False,True,False,False,True,False
First Class,Consumer,Toledo,Ohio,East,Office Supplies,Paper,13.872,3,0.2,5.0286,False,False,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,12.192,3,0.2,4.1148,False,False,True,False,False,True,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,45.056,8,0.2,15.2064,False,True,True,False,False,True,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,29.718,6,0.7,-21.7932,False,True,True,False,False,True,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432,False,True,True,False,False,True,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,447.696,2,0.2,33.5772,False,True,True,False,False,True,False
First Class,Corporate,Farmington,New Mexico,West,Technology,Accessories,159.99,1,0.0,54.3966,True,False,False,False,True,False,True
Standard Class,Corporate,Riverside,California,West,Office Supplies,Paper,12.96,2,0.0,6.2208,True,False,False,False,True,True,False
Standard Class,Corporate,Riverside,California,West,Office Supplies,Appliances,134.48,4,0.0,34.9648,True,False,False,False,True,True,False
First Class,Corporate,San Francisco,California,West,Office Supplies,Paper,17.12,2,0.0,8.0464,True,False,False,False,True,True,False
Standard Class,Corporate,Torrance,California,West,Office Supplies,Binders,6.096,2,0.2,2.2098,True,False,False,False,True,True,False
Standard Class,Corporate,Torrance,California,West,Furniture,Tables,1114.272,4,0.2,41.7852,True,False,False,False,True,False,False
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,32.4,5,0.0,15.552,False,False,False,False,True,True,False
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,540.57,3,0.0,140.5482,False,False,False,False,True,True,False
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,167.76,5,0.2,62.91,False,False,False,False,True,True,False
First Class,Consumer,Mesa,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458,False,False,False,False,True,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,516.488,7,0.2,-12.9122,False,True,True,False,False,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,1007.232,6,0.2,75.5424,False,True,True,False,False,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,2065.32,12,0.4,-619.596,False,True,True,False,False,False,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432,False,True,True,False,False,True,False
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,25.344,6,0.2,7.92,False,True,True,False,False,True,False
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,25.472,4,0.2,7.6416,False,False,True,False,False,False,False
Standard Class,Consumer,Round Rock,Texas,Central,Office Supplies,Art,27.168,2,0.2,2.7168,False,False,False,False,False,True,False
Standard Class,Consumer,Round Rock,Texas,Central,Furniture,Bookcases,78.8528,2,0.32,-11.596,False,False,False,False,False,False,False
Standard Class,Consumer,Jackson,Mississippi,South,Office Supplies,Storage,173.8,5,0.0,43.45,False,False,False,True,False,True,False
Second Class,Consumer,Phoenix,Arizona,West,Technology,Phones,29.592,1,0.2,2.5893,False,False,False,False,True,False,True
Second Class,Consumer,Phoenix,Arizona,West,Office Supplies,Binders,4.752,2,0.7,-3.168,False,False,False,False,True,True,False
Second Class,Consumer,Phoenix,Arizona,West,Office Supplies,Paper,15.552,3,0.2,5.6376,False,False,False,False,True,True,False
Same Day,Consumer,Oceanside,California,West,Furniture,Furnishings,204.6,2,0.0,53.196,False,False,False,False,True,False,False
Standard Class,Corporate,San Francisco,California,West,Furniture,Chairs,321.568,2,0.2,28.1372,True,False,False,False,True,False,False
Standard Class,Home Office,Fayetteville,Arkansas,South,Office Supplies,Binders,6.24,2,0.0,3.0576,False,True,False,True,False,True,False
First Class,Corporate,San Francisco,California,West,Office Supplies,Envelopes,21.88,2,0.0,10.94,True,False,False,False,True,True,False
Second Class,Consumer,Boca Raton,Florida,South,Office Supplies,Labels,4.608,2,0.2,1.6704,False,False,False,True,False,True,False
First Class,Home Office,New York City,New York,East,Office Supplies,Labels,9.82,2,0.0,4.8118,False,True,True,False,False,True,False
First Class,Home Office,New York City,New York,East,Office Supplies,Art,35.97,3,0.0,9.7119,False,True,True,False,False,True,False
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,12.96,2,0.0,6.2208,False,True,True,False,False,True,False
First Class,Home Office,New York City,New York,East,Office Supplies,Paper,191.6,4,0.0,91.968,False,True,True,False,False,True,False
First Class,Home Office,New York City,New York,East,Office Supplies,Labels,8.64,3,0.0,4.2336,False,True,True,False,False,True,False
First Class,Home Office,New York City,New York,East,Office Supplies,Storage,501.81,3,0.0,0.0,False,True,True,False,False,True,False
Second Class,Consumer,Philadelphia,Pennsylvania,East,Furniture,Furnishings,127.104,6,0.2,28.5984,False,False,True,False,False,False,False
Second Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,124.2,3,0.4,-31.05,False,False,True,False,False,False,True
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,18.588,2,0.7,-13.6312,False,False,True,False,False,True,False
Second Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Labels,30.072,3,0.2,10.1493,False,False,True,False,False,True,False
Second Class,Home Office,New York City,New York,East,Technology,Phones,160.93,7,0.0,3.2186,False,True,True,False,False,False,True
Second Class,Home Office,New York City,New York,East,Office Supplies,Binders,75.792,3,0.2,25.5798,False,True,True,False,False,True,False
Standard Class,Consumer,Portland,Oregon,West,Office Supplies,Binders,1.08,2,0.7,-0.792,False,False,False,False,True,True,False
First Class,Corporate,Detroit,Michigan,Central,Technology,Machines,3059.982,2,0.1,679.996,True,False,False,False,False,False,True
First Class,Consumer,Wilmington,North Carolina,South,Office Supplies,Binders,3.282,2,0.7,-2.6256,False,False,False,True,False,True,False
First Class,Corporate,Columbus,Indiana,Central,Office Supplies,Paper,34.02,3,0.0,16.6698,True,False,False,False,False,True,False
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,599.292,6,0.1,93.2232,False,False,True,False,False,False,False
Second Class,Consumer,Louisville,Colorado,West,Office Supplies,Art,3.392,1,0.2,0.8056,False,False,False,False,True,True,False
Second Class,Consumer,Louisville,Colorado,West,Technology,Phones,559.984,2,0.2,55.9984,False,False,False,False,True,False,True
Second Class,Consumer,Louisville,Colorado,West,Furniture,Chairs,603.92,5,0.2,75.49,False,False,False,False,True,False,False
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Labels,7.968,2,0.2,2.5896,False,True,False,False,False,True,False
Standard Class,Home Office,Pasadena,Texas,Central,Office Supplies,Envelopes,27.968,4,0.2,9.4392,False,True,False,False,False,True,False
Standard Class,Home Office,Pasadena,Texas,Central,Technology,Machines,336.51,3,0.4,44.868,False,True,False,False,False,False,True
Same Day,Consumer,Houston,Texas,Central,Office Supplies,Binders,1.112,2,0.8,-1.8904,False,False,False,False,False,True,False
Standard Class,Corporate,Auburn,New York,East,Furniture,Furnishings,520.05,5,0.0,72.807,True,False,True,False,False,False,False
Standard Class,Corporate,Auburn,New York,East,Office Supplies,Art,17.97,3,0.0,5.2113,True,False,True,False,False,True,False
Second Class,Home Office,Jacksonville,Florida,South,Furniture,Chairs,1166.92,5,0.2,131.2785,False,True,False,True,False,False,False
First Class,Consumer,New York City,New York,East,Office Supplies,Binders,14.624,2,0.2,5.484,False,False,True,False,False,True,False
First Class,Consumer,San Jose,California,West,Office Supplies,Fasteners,10.23,3,0.0,4.9104,False,False,False,False,True,True,False
First Class,Consumer,San Jose,California,West,Office Supplies,Paper,154.9,5,0.0,69.705,False,False,False,False,True,True,False
Standard Class,Corporate,Virginia Beach,Virginia,South,Office Supplies,Binders,2715.93,7,0.0,1276.487,True,False,False,True,False,True,False
Standard Class,Corporate,Virginia Beach,Virginia,South,Technology,Phones,617.97,3,0.0,173.0316,True,False,False,True,False,False,True
Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Envelopes,10.67,1,0.0,4.9082,False,False,False,True,False,True,False
Standard Class,Consumer,Henderson,Kentucky,South,Office Supplies,Storage,36.63,3,0.0,9.8901,False,False,False,True,False,True,False
Standard Class,Consumer,Henderson,Kentucky,South,Furniture,Furnishings,24.1,5,0.0,9.158,False,False,False,True,False,False,False
